name,gst_number,email,phone,address,_test_case
Emerald Stationery 2823,,vendor2823@vendormail.test,9894186898,"303 Industrial Estate, Sikkim",
Orbit Advertising 2824,06BPCBX1321I5ZN,vendor2824@vendormail.test,9333877377,"37 Commercial Complex, Haryana",
Redwood Electricals 2825,24BPXGG7699W1ZD,vendor2825@vendormail.test,9882824496,"542 Commercial Complex, Gujarat",
Meridian IT Services 2826,,vendor2826@vendormail.test,9413242213,"683 Market Road, Madhya Pradesh",
Greenfield Packaging 2827,23REJWL9561L8ZV,vendor2827@vendormail.test,9493218228,"710 Commercial Complex, Madhya Pradesh",
Falcon Freight 2828,,vendor2828@vendormail.test,9434704627,"993 Industrial Estate, Bihar",
Pioneer Security Services 2829,22ICFUD7681O5ZR,vendor2829@vendormail.test,9247765580,"879 Industrial Estate, Chhattisgarh",
Redwood Print Works 2830,,vendor2830@vendormail.test,9555660705,"395 Industrial Estate, Punjab",
Northstar Textiles 2831,,vendor2831@vendormail.test,9287571887,"196 Market Road, Assam",
Emerald Consultants 2832,09PLREA4643V6Z3,vendor2832@vendormail.test,9635518107,"461 Market Road, Uttar Pradesh",
CloudNet Engineering 2833,09BPNSF3401Y4ZE,vendor2833@vendormail.test,9626540256,"347 Market Road, Uttar Pradesh",
Fusion Distributors 2834,36MQXZQ4566B7ZU,vendor2834@vendormail.test,9675858770,"365 Market Road, Telangana",
Golden Harvest Office Supplies 2835,20ZHVUW2111L9Z5,vendor2835@vendormail.test,9335249060,"651 Industrial Estate, Jharkhand",
Silverline Logistics 2836,22TYZYX6111U3Z7,vendor2836@vendormail.test,9863166565,"205 Commercial Complex, Chhattisgarh",
Orbit Hosting 2837,04QLAKC6687Y6ZX,vendor2837@vendormail.test,9962469979,"100 Industrial Estate, Chandigarh",
Vertex Stationery 2838,,vendor2838@vendormail.test,9771721018,"559 Industrial Estate, Karnataka",
Orbit Advertising 2839,37PJCJN1450C8ZE,vendor2839@vendormail.test,9888112430,"515 Commercial Complex, Andhra Pradesh",
Falcon Electricals 2840,21XVSWN2914L7ZK,vendor2840@vendormail.test,9795935572,"895 Commercial Complex, Odisha",
Apex IT Services 2841,02JWBCQ8888N1ZV,vendor2841@vendormail.test,9385253974,"253 Commercial Complex, Himachal Pradesh",
Redwood Packaging 2842,19WUTUP5872W8ZF,vendor2842@vendormail.test,9724887100,"752 Industrial Estate, West Bengal",
Ironclad Freight 2843,08ESAVM5037E6Z2,vendor2843@vendormail.test,9492400466,"639 Industrial Estate, Rajasthan",
Nimbus Security Services 2844,,vendor2844@vendormail.test,9971591275,"37 Industrial Estate, Rajasthan",
Titan Print Works 2845,29OVBKG4348C8ZI,vendor2845@vendormail.test,9932297046,"968 Industrial Estate, Karnataka",
Bluepeak Textiles 2846,30HZFVU9601W7Z3,vendor2846@vendormail.test,9117352259,"668 Industrial Estate, Goa",
Pioneer Consultants 2847,24YFAIX6924T4ZG,vendor2847@vendormail.test,9687579950,"110 Industrial Estate, Gujarat",
Nimbus Engineering 2848,10XAYPF2692H6ZB,vendor2848@vendormail.test,9467242315,"285 Market Road, Bihar",
Sunrise Distributors 2849,20GXCOR3128U5ZM,vendor2849@vendormail.test,9539200432,"562 Market Road, Jharkhand",
Nimbus Office Supplies 2850,10WXYTH1136Y8ZI,vendor2850@vendormail.test,9938639369,"24 Commercial Complex, Bihar",
Redwood Logistics 2851,09SJZHN1887F3ZK,vendor2851@vendormail.test,9576186766,"738 Commercial Complex, Uttar Pradesh",
Greenfield Hosting 2852,,vendor2852@vendormail.test,9202866671,"568 Industrial Estate, Uttarakhand",
Horizon Stationery 2853,,vendor2853@vendormail.test,9235823797,"344 Industrial Estate, Chhattisgarh",
Delta Advertising 2854,37SVGHX3013W1ZZ,vendor2854@vendormail.test,9572503551,"501 Commercial Complex, Andhra Pradesh",
Silverline Electricals 2855,36VWZEK5533J4Z5,vendor2855@vendormail.test,9210420211,"20 Market Road, Telangana",
Crestline IT Services 2856,06IWZZE4753O4ZV,vendor2856@vendormail.test,9326294263,"705 Commercial Complex, Haryana",
Pioneer Packaging 2857,,vendor2857@vendormail.test,9434464968,"535 Commercial Complex, Uttarakhand",
Zenith Freight 2858,,vendor2858@vendormail.test,9798680390,"666 Market Road, Madhya Pradesh",
Meridian Security Services 2859,06XWWFA3981O8ZQ,vendor2859@vendormail.test,9799054060,"406 Market Road, Haryana",
Pioneer Print Works 2860,08NMCYX6562Q8Z5,vendor2860@vendormail.test,9881981738,"344 Industrial Estate, Rajasthan",
Apex Textiles 2861,03WXRZX1549X5ZA,vendor2861@vendormail.test,9780639890,"154 Industrial Estate, Punjab",
Crestline Consultants 2862,,vendor2862@vendormail.test,9150718087,"193 Industrial Estate, Uttarakhand",
Crestline Engineering 2863,,vendor2863@vendormail.test,9787827614,"216 Market Road, Chhattisgarh",
Skyline Distributors 2864,37VJABC7739H9ZM,vendor2864@vendormail.test,9532631395,"387 Commercial Complex, Andhra Pradesh",
Pioneer Office Supplies 2865,37EWNSX2161T8Z8,vendor2865@vendormail.test,9845961389,"897 Commercial Complex, Andhra Pradesh",
Titan Logistics 2866,,vendor2866@vendormail.test,9862078164,"659 Commercial Complex, Rajasthan",
Skyline Hosting 2867,,vendor2867@vendormail.test,9444392066,"254 Market Road, Telangana",
Apex Stationery 2868,22MMIIX9873G2Z6,vendor2868@vendormail.test,9795056600,"557 Market Road, Chhattisgarh",
Crestline Advertising 2869,19YKGHU1568T2ZG,vendor2869@vendormail.test,9464179545,"266 Market Road, West Bengal",
Nimbus Electricals 2870,06HULTR5245V2ZE,vendor2870@vendormail.test,9824322427,"955 Market Road, Haryana",
Prime IT Services 2871,,vendor2871@vendormail.test,9498621948,"659 Commercial Complex, Jharkhand",
Vertex Packaging 2872,04ZYLRU5481T1Z3,vendor2872@vendormail.test,9482752097,"823 Industrial Estate, Chandigarh",
Fusion Freight 2873,23GYKVF5947V6Z1,vendor2873@vendormail.test,9455105293,"112 Commercial Complex, Madhya Pradesh",
Ironclad Security Services 2874,05SXVPZ8978M1ZV,vendor2874@vendormail.test,9709425015,"438 Commercial Complex, Uttarakhand",
Horizon Print Works 2875,,vendor2875@vendormail.test,9819404261,"782 Commercial Complex, Assam",
Everest Textiles 2876,27XRFXG6116M8ZY,vendor2876@vendormail.test,9724326532,"750 Market Road, Maharashtra",
Redwood Consultants 2877,27DRWCH4665P4ZV,vendor2877@vendormail.test,9786308310,"668 Market Road, Maharashtra",
Apex Engineering 2878,,vendor2878@vendormail.test,9341259524,"87 Market Road, Madhya Pradesh",
Everest Distributors 2879,,vendor2879@vendormail.test,9807922334,"528 Commercial Complex, Tamil Nadu",
Delta Office Supplies 2880,,vendor2880@vendormail.test,9936064512,"840 Commercial Complex, Uttar Pradesh",
Zenith Logistics 2881,,vendor2881@vendormail.test,9583614449,"205 Industrial Estate, Madhya Pradesh",
Sunrise Hosting 2882,24CCQGC9987E7Z5,vendor2882@vendormail.test,9818616649,"85 Market Road, Gujarat",
Ironclad Stationery 2883,,vendor2883@vendormail.test,9161068722,"731 Industrial Estate, Kerala",
Reliable Advertising 2884,27OMYAT2265S2ZT,vendor2884@vendormail.test,9870723410,"909 Market Road, Maharashtra",
Northstar Electricals 2885,11RDDME2309J3ZJ,vendor2885@vendormail.test,9576621720,"318 Industrial Estate, Sikkim",
Skyline IT Services 2886,06VNIVU4582U8ZB,vendor2886@vendormail.test,9700853438,"119 Industrial Estate, Haryana",
Bluepeak Packaging 2887,21RFCOD1484J3ZQ,vendor2887@vendormail.test,9531663589,"38 Industrial Estate, Odisha",
Meridian Freight 2888,,vendor2888@vendormail.test,9682046626,"642 Commercial Complex, Uttarakhand",
Prime Security Services 2889,,vendor2889@vendormail.test,9717316730,"744 Market Road, Maharashtra",
Delta Print Works 2890,,vendor2890@vendormail.test,9931793717,"893 Industrial Estate, West Bengal",
Nimbus Textiles 2891,,vendor2891@vendormail.test,9649742797,"74 Industrial Estate, Himachal Pradesh",
Orbit Consultants 2892,21VGRDP8355T1ZN,vendor2892@vendormail.test,9445956436,"286 Market Road, Odisha",
BlueWave Engineering 2893,,vendor2893@vendormail.test,9390833775,"154 Market Road, West Bengal",
Silverline Distributors 2894,08WONVN8950M2Z8,vendor2894@vendormail.test,9871011878,"820 Commercial Complex, Rajasthan",
Skyline Office Supplies 2895,,vendor2895@vendormail.test,9845136772,"955 Commercial Complex, Madhya Pradesh",
Everest Logistics 2896,,vendor2896@vendormail.test,9259574478,"244 Commercial Complex, Punjab",
Pioneer Hosting 2897,18PQTBK8599E4ZV,vendor2897@vendormail.test,9249504603,"401 Commercial Complex, Assam",
Ironclad Stationery 2898,,vendor2898@vendormail.test,9509690097,"92 Industrial Estate, Delhi",
CloudNet Advertising 2899,,vendor2899@vendormail.test,9953997010,"906 Market Road, Madhya Pradesh",
Vertex Electricals 2900,11MXLVN9150X6ZT,vendor2900@vendormail.test,9640921219,"505 Industrial Estate, Sikkim",
Bluepeak IT Services 2901,,vendor2901@vendormail.test,9562387514,"262 Commercial Complex, Maharashtra",
Nimbus Packaging 2902,27PNZUW6774M1ZH,vendor2902@vendormail.test,9566678621,"826 Commercial Complex, Maharashtra",
Zenith Freight 2903,37KZLPG3246J8ZV,vendor2903@vendormail.test,9957784973,"221 Market Road, Andhra Pradesh",
Metro Security Services 2904,30KBPOD1353H9ZZ,vendor2904@vendormail.test,9219867978,"648 Commercial Complex, Goa",
Bluepeak Print Works 2905,30UHDZY4101M9ZM,vendor2905@vendormail.test,9582560785,"755 Market Road, Goa",
Sunrise Textiles 2906,,vendor2906@vendormail.test,9185425533,"479 Industrial Estate, Odisha",
Orbit Consultants 2907,24WAHKD3401B5Z0,vendor2907@vendormail.test,9462760362,"310 Commercial Complex, Gujarat",
Greenfield Engineering 2908,19FKTKZ2857G3ZI,vendor2908@vendormail.test,9288967715,"216 Industrial Estate, West Bengal",
Meridian Distributors 2909,37EBMTZ9994F1ZT,vendor2909@vendormail.test,9790067422,"551 Commercial Complex, Andhra Pradesh",
Pioneer Office Supplies 2910,,vendor2910@vendormail.test,9330757225,"511 Market Road, Telangana",
BlueWave Logistics 2911,,vendor2911@vendormail.test,9287295778,"238 Industrial Estate, Punjab",
Reliable Hosting 2912,,vendor2912@vendormail.test,9710826770,"832 Market Road, Tamil Nadu",
Metro Stationery 2913,,vendor2913@vendormail.test,9605894270,"726 Market Road, Goa",
Fusion Advertising 2914,03EDVQQ1394C4ZN,vendor2914@vendormail.test,9576676956,"15 Market Road, Punjab",
Skyline Electricals 2915,22WSRXB8741W5ZF,vendor2915@vendormail.test,9186789940,"232 Market Road, Chhattisgarh",
Golden Harvest IT Services 2916,07WKKIG3421Y7Z9,vendor2916@vendormail.test,9340801537,"90 Industrial Estate, Delhi",
Orbit Packaging 2917,01SFGFG8105X8ZM,vendor2917@vendormail.test,9854826209,"415 Industrial Estate, Jammu and Kashmir",
Skyline Freight 2918,,vendor2918@vendormail.test,9404788290,"511 Market Road, Himachal Pradesh",
Horizon Security Services 2919,10XXKXS9780D9ZH,vendor2919@vendormail.test,9792788503,"77 Industrial Estate, Bihar",
Greenfield Print Works 2920,,vendor2920@vendormail.test,9746794901,"296 Market Road, Karnataka",
Meridian Textiles 2921,27EYBQT6618W9ZN,vendor2921@vendormail.test,9791757564,"666 Industrial Estate, Maharashtra",
BlueWave Consultants 2922,02ZOURX8877F4ZJ,vendor2922@vendormail.test,9880961863,"817 Industrial Estate, Himachal Pradesh",
Silverline Engineering 2923,,vendor2923@vendormail.test,9977324447,"510 Commercial Complex, Kerala",
Bluepeak Distributors 2924,08UCXID9338R4ZT,vendor2924@vendormail.test,9917818081,"963 Commercial Complex, Rajasthan",
Prime Office Supplies 2925,08MDPHU9211K9ZQ,vendor2925@vendormail.test,9610614938,"767 Commercial Complex, Rajasthan",
BlueWave Logistics 2926,27DREBB8195C2ZA,vendor2926@vendormail.test,9413702309,"657 Industrial Estate, Maharashtra",
Bluepeak Hosting 2927,37PVYGI2486A3ZT,vendor2927@vendormail.test,9254983097,"357 Industrial Estate, Andhra Pradesh",
Reliable Stationery 2928,,vendor2928@vendormail.test,9318344834,"109 Industrial Estate, West Bengal",
Anchor Advertising 2929,06LOHBO8668Z7Z8,vendor2929@vendormail.test,9756036510,"425 Industrial Estate, Haryana",
Ironclad Electricals 2930,20QLEYD1325J3Z5,vendor2930@vendormail.test,9494023821,"813 Market Road, Jharkhand",
Orbit IT Services 2931,,vendor2931@vendormail.test,9200381959,"706 Commercial Complex, Himachal Pradesh",
Everest Packaging 2932,01NYIPE1775M6ZG,vendor2932@vendormail.test,9224344478,"491 Commercial Complex, Jammu and Kashmir",
Orbit Freight 2933,11XIDUN1428B5Z0,vendor2933@vendormail.test,9126443200,"844 Commercial Complex, Sikkim",
Prime Security Services 2934,01JBHQT2427P1ZQ,vendor2934@vendormail.test,9235037031,"827 Industrial Estate, Jammu and Kashmir",
Redwood Print Works 2935,07VXVOV6430E7ZO,vendor2935@vendormail.test,9272940999,"170 Market Road, Delhi",
Zenith Textiles 2936,,vendor2936@vendormail.test,9224188679,"239 Industrial Estate, Bihar",
Crestline Consultants 2937,24QWRBF8808A1ZJ,vendor2937@vendormail.test,9356309617,"846 Industrial Estate, Gujarat",
Reliable Engineering 2938,07IWAEI2354X6Z4,vendor2938@vendormail.test,9157224740,"916 Market Road, Delhi",
Titan Distributors 2939,,vendor2939@vendormail.test,9316551899,"172 Market Road, Madhya Pradesh",
Greenfield Office Supplies 2940,,vendor2940@vendormail.test,9202794274,"390 Industrial Estate, Uttar Pradesh",
Skyline Logistics 2941,09FSPCT9241S3ZT,vendor2941@vendormail.test,9985491531,"355 Market Road, Uttar Pradesh",
Reliable Hosting 2942,10QQSFF5460A4ZC,vendor2942@vendormail.test,9815514471,"682 Market Road, Bihar",
Reliable Stationery 2943,03NJNJI8042E3ZX,vendor2943@vendormail.test,9674857702,"680 Industrial Estate, Punjab",
Bluepeak Advertising 2944,,vendor2944@vendormail.test,9396344676,"627 Industrial Estate, Karnataka",
Pioneer Electricals 2945,,vendor2945@vendormail.test,9370014835,"793 Industrial Estate, Andhra Pradesh",
Delta IT Services 2946,,vendor2946@vendormail.test,9329503127,"69 Industrial Estate, Rajasthan",
Falcon Packaging 2947,,vendor2947@vendormail.test,9319777888,"714 Market Road, Karnataka",
Greenfield Freight 2948,,vendor2948@vendormail.test,9461059476,"413 Market Road, Assam",
Reliable Security Services 2949,,vendor2949@vendormail.test,9267858802,"913 Industrial Estate, Himachal Pradesh",
Sunrise Print Works 2950,,vendor2950@vendormail.test,9501807587,"195 Market Road, Jammu and Kashmir",
Ironclad Textiles 2951,22YROSL7055C4ZL,vendor2951@vendormail.test,9935368257,"761 Commercial Complex, Chhattisgarh",
Greenfield Consultants 2952,24EJYCL3740B2ZQ,vendor2952@vendormail.test,9143626813,"747 Commercial Complex, Gujarat",
Pioneer Engineering 2953,,vendor2953@vendormail.test,9394789129,"19 Industrial Estate, Rajasthan",
Delta Distributors 2954,,vendor2954@vendormail.test,9960682307,"704 Market Road, Punjab",
Horizon Office Supplies 2955,,vendor2955@vendormail.test,9890260715,"32 Market Road, Chandigarh",
Bluepeak Logistics 2956,,vendor2956@vendormail.test,9932613012,"113 Commercial Complex, Rajasthan",
Emerald Hosting 2957,29SLEJF4949T8ZU,vendor2957@vendormail.test,9316940806,"105 Commercial Complex, Karnataka",
Reliable Stationery 2958,24JUYEZ1770B3ZU,vendor2958@vendormail.test,9716190386,"203 Commercial Complex, Gujarat",
Falcon Advertising 2959,,vendor2959@vendormail.test,9189798677,"546 Industrial Estate, Gujarat",
Reliable Electricals 2960,02EOYGZ9692S8ZX,vendor2960@vendormail.test,9792636223,"500 Market Road, Himachal Pradesh",
Zenith IT Services 2961,,vendor2961@vendormail.test,9345796121,"355 Industrial Estate, Uttarakhand",
Silverline Packaging 2962,32AVUIC5941S3Z8,vendor2962@vendormail.test,9861396393,"523 Commercial Complex, Kerala",
Everest Freight 2963,08YSWMQ4062P7ZM,vendor2963@vendormail.test,9763208307,"688 Industrial Estate, Rajasthan",
Sunrise Security Services 2964,03VUTMU6816W4ZO,vendor2964@vendormail.test,9111927236,"297 Industrial Estate, Punjab",
Prime Print Works 2965,,vendor2965@vendormail.test,9219850555,"371 Market Road, Gujarat",
Orbit Textiles 2966,,vendor2966@vendormail.test,9841564112,"399 Market Road, Uttarakhand",
Vertex Consultants 2967,08GMYCG1185E1ZO,vendor2967@vendormail.test,9121595926,"52 Market Road, Rajasthan",
Nimbus Engineering 2968,,vendor2968@vendormail.test,9338458228,"622 Industrial Estate, Jammu and Kashmir",
Everest Distributors 2969,10AIZMU3756C7ZN,vendor2969@vendormail.test,9370958956,"519 Commercial Complex, Bihar",
Bluepeak Office Supplies 2970,,vendor2970@vendormail.test,9351553358,"962 Industrial Estate, Bihar",
Reliable Logistics 2971,09YQMIJ9434E4Z9,vendor2971@vendormail.test,9256215142,"541 Market Road, Uttar Pradesh",
Orbit Hosting 2972,19CYQPI9444R1Z5,vendor2972@vendormail.test,9342381371,"811 Industrial Estate, West Bengal",
Anchor Stationery 2973,10JJHNL9515N4Z8,vendor2973@vendormail.test,9576639948,"182 Industrial Estate, Bihar",
Metro Advertising 2974,,vendor2974@vendormail.test,9314111193,"538 Industrial Estate, Haryana",
Redwood Electricals 2975,05MIGWD5792A3ZY,vendor2975@vendormail.test,9478567166,"352 Market Road, Uttarakhand",
Reliable IT Services 2976,,vendor2976@vendormail.test,9493748073,"574 Industrial Estate, Uttar Pradesh",
Apex Packaging 2977,36GACJH9787X1ZU,vendor2977@vendormail.test,9901314396,"699 Industrial Estate, Telangana",
Prime Freight 2978,23NEFQV1755S5ZR,vendor2978@vendormail.test,9634028736,"94 Market Road, Madhya Pradesh",
Titan Security Services 2979,,vendor2979@vendormail.test,9934341995,"925 Industrial Estate, Goa",
Bluepeak Print Works 2980,05HADBH7702D4ZN,vendor2980@vendormail.test,9476987431,"267 Commercial Complex, Uttarakhand",
Metro Textiles 2981,,vendor2981@vendormail.test,9606901698,"61 Industrial Estate, Rajasthan",
Titan Consultants 2982,,vendor2982@vendormail.test,9472719750,"774 Market Road, Sikkim",
Greenfield Engineering 2983,30OXCWJ8445V2Z9,vendor2983@vendormail.test,9160685501,"766 Commercial Complex, Goa",
Anchor Distributors 2984,05DRYWQ8025N6ZI,vendor2984@vendormail.test,9671714313,"650 Commercial Complex, Uttarakhand",
Ironclad Office Supplies 2985,09CATXT8336I6Z2,vendor2985@vendormail.test,9395443769,"383 Commercial Complex, Uttar Pradesh",
Fusion Logistics 2986,,vendor2986@vendormail.test,9798394514,"772 Market Road, Maharashtra",
Golden Harvest Hosting 2987,,vendor2987@vendormail.test,9623816146,"440 Industrial Estate, Jammu and Kashmir",
CloudNet Stationery 2988,33UKWFT4778P2ZL,vendor2988@vendormail.test,9205327013,"300 Commercial Complex, Tamil Nadu",
CloudNet Advertising 2989,02QBZNU5215F9ZZ,vendor2989@vendormail.test,9332953472,"153 Industrial Estate, Himachal Pradesh",
Everest Electricals 2990,19JIZHG5771T4ZZ,vendor2990@vendormail.test,9522476036,"503 Industrial Estate, West Bengal",
Reliable IT Services 2991,,vendor2991@vendormail.test,9529549005,"17 Market Road, Chandigarh",
CloudNet Packaging 2992,06XNLHA4470Y4ZR,vendor2992@vendormail.test,9758256890,"708 Market Road, Haryana",
Greenfield Freight 2993,29YJQVI7382F2ZU,vendor2993@vendormail.test,9412519162,"154 Market Road, Karnataka",
Emerald Security Services 2994,20LCNPQ3588N8ZD,vendor2994@vendormail.test,9196440997,"214 Commercial Complex, Jharkhand",
Everest Print Works 2995,20KFUDT8497U8ZW,vendor2995@vendormail.test,9733197466,"284 Industrial Estate, Jharkhand",
Skyline Textiles 2996,22TAHFF8248X7Z3,vendor2996@vendormail.test,9742317682,"104 Market Road, Chhattisgarh",
Horizon Consultants 2997,19DVGKX7568H1ZC,vendor2997@vendormail.test,9600045527,"604 Market Road, West Bengal",
Apex Engineering 2998,07QVOWM9038Y4ZX,vendor2998@vendormail.test,9549614430,"227 Market Road, Delhi",
Apex Distributors 2999,23YOTTD9617P8ZO,vendor2999@vendormail.test,9452572179,"758 Market Road, Madhya Pradesh",
Nimbus Office Supplies 3000,,vendor3000@vendormail.test,9836127005,"816 Market Road, Assam",
Northstar Logistics 3001,10HXNUA5819O5Z3,vendor3001@vendormail.test,9913490510,"682 Market Road, Bihar",
Apex Hosting 3002,30KZWCW3526X1Z8,vendor3002@vendormail.test,9577700970,"588 Industrial Estate, Goa",
Pioneer Stationery 3003,19GULTL8007H7ZY,vendor3003@vendormail.test,9347281847,"885 Commercial Complex, West Bengal",
Golden Harvest Advertising 3004,19AULJG5517D4Z6,vendor3004@vendormail.test,9348501405,"800 Market Road, West Bengal",
Pioneer Electricals 3005,03LXUQA8686T1Z5,vendor3005@vendormail.test,9619011849,"873 Market Road, Punjab",
Anchor IT Services 3006,23SNKXE7787W2Z0,vendor3006@vendormail.test,9557835097,"268 Industrial Estate, Madhya Pradesh",
Meridian Packaging 3007,30AXODX3941V5ZS,vendor3007@vendormail.test,9516543040,"444 Industrial Estate, Goa",
Ironclad Freight 3008,03MVOKZ7609L8ZD,vendor3008@vendormail.test,9420734133,"929 Industrial Estate, Punjab",
Orbit Security Services 3009,,vendor3009@vendormail.test,9311662785,"773 Market Road, Delhi",
Apex Print Works 3010,32SGQSE7477T2Z3,vendor3010@vendormail.test,9535102786,"785 Commercial Complex, Kerala",
Pioneer Textiles 3011,21LWEFI5290B8ZB,vendor3011@vendormail.test,9875943048,"833 Commercial Complex, Odisha",
Skyline Consultants 3012,02TDGWR3321S7Z3,vendor3012@vendormail.test,9869702761,"609 Commercial Complex, Himachal Pradesh",
Meridian Engineering 3013,23PYSKB4806W2ZC,vendor3013@vendormail.test,9130854503,"947 Industrial Estate, Madhya Pradesh",
Anchor Distributors 3014,22MJRBE1407U4Z1,vendor3014@vendormail.test,9430664892,"792 Industrial Estate, Chhattisgarh",
Metro Office Supplies 3015,05GIDPC5258K7ZL,vendor3015@vendormail.test,9780077860,"641 Industrial Estate, Uttarakhand",
Golden Harvest Logistics 3016,,vendor3016@vendormail.test,9281843271,"370 Commercial Complex, Jammu and Kashmir",
Falcon Hosting 3017,,vendor3017@vendormail.test,9719573103,"259 Industrial Estate, Jammu and Kashmir",
Everest Stationery 3018,,vendor3018@vendormail.test,9945085539,"413 Commercial Complex, Maharashtra",
Prime Advertising 3019,11SCUIS4609N5ZU,vendor3019@vendormail.test,9128043134,"849 Market Road, Sikkim",
Silverline Electricals 3020,,vendor3020@vendormail.test,9258393363,"524 Market Road, Jharkhand",
Emerald IT Services 3021,32ZDZRE2627J4ZA,vendor3021@vendormail.test,9535228503,"104 Commercial Complex, Kerala",
CloudNet Packaging 3022,,vendor3022@vendormail.test,9637303190,"970 Commercial Complex, Madhya Pradesh",
Zenith Freight 3023,10LPPZK9964D9ZI,vendor3023@vendormail.test,9339477008,"808 Commercial Complex, Bihar",
Everest Security Services 3024,10PMRFK7945R1ZY,vendor3024@vendormail.test,9862592017,"546 Market Road, Bihar",
Delta Print Works 3025,24YECQL8928T1ZV,vendor3025@vendormail.test,9305191927,"985 Market Road, Gujarat",
Orbit Textiles 3026,,vendor3026@vendormail.test,9181446869,"737 Market Road, Sikkim",
Zenith Consultants 3027,,vendor3027@vendormail.test,9466007981,"218 Market Road, Karnataka",
Redwood Engineering 3028,06ZPQBO8578X8ZM,vendor3028@vendormail.test,9349131201,"966 Market Road, Haryana",
Sunrise Distributors 3029,,vendor3029@vendormail.test,9197066688,"263 Market Road, Uttar Pradesh",
Falcon Office Supplies 3030,30XUKRY6118U5ZH,vendor3030@vendormail.test,9943039366,"9 Commercial Complex, Goa",
Redwood Logistics 3031,07VYAZW7336L9ZY,vendor3031@vendormail.test,9286903653,"714 Market Road, Delhi",
Metro Hosting 3032,,vendor3032@vendormail.test,9703240597,"498 Market Road, Uttar Pradesh",
Everest Stationery 3033,,vendor3033@vendormail.test,9279551857,"919 Industrial Estate, Bihar",
Everest Advertising 3034,,vendor3034@vendormail.test,9792307773,"290 Commercial Complex, Odisha",
Delta Electricals 3035,22FSCQC7877C8ZM,vendor3035@vendormail.test,9192551093,"182 Commercial Complex, Chhattisgarh",
CloudNet IT Services 3036,36PODZV7529D8ZR,vendor3036@vendormail.test,9152087018,"234 Commercial Complex, Telangana",
Silverline Packaging 3037,,vendor3037@vendormail.test,9140190472,"41 Commercial Complex, Tamil Nadu",
Anchor Freight 3038,09DLMHK9034Z6ZQ,vendor3038@vendormail.test,9225557930,"233 Industrial Estate, Uttar Pradesh",
Greenfield Security Services 3039,33AWRCU6241B9ZI,vendor3039@vendormail.test,9241189347,"629 Market Road, Tamil Nadu",
Metro Print Works 3040,05DTFMG6274Z1ZN,vendor3040@vendormail.test,9796110017,"527 Commercial Complex, Uttarakhand",
Sunrise Textiles 3041,29HADLU6488D3ZX,vendor3041@vendormail.test,9987195810,"120 Market Road, Karnataka",
Delta Consultants 3042,,vendor3042@vendormail.test,9676567017,"750 Commercial Complex, Uttarakhand",
Reliable Engineering 3043,22QGJWQ3530P9Z1,vendor3043@vendormail.test,9310677133,"993 Market Road, Chhattisgarh",
Ironclad Distributors 3044,21VUJKX2566E9ZD,vendor3044@vendormail.test,9538333272,"621 Commercial Complex, Odisha",
Anchor Office Supplies 3045,37EDAVT4474C7ZH,vendor3045@vendormail.test,9458830089,"392 Commercial Complex, Andhra Pradesh",
Vertex Logistics 3046,,vendor3046@vendormail.test,9462319352,"629 Commercial Complex, Kerala",
Redwood Hosting 3047,09BZVPQ9514C1ZR,vendor3047@vendormail.test,9280980560,"872 Industrial Estate, Uttar Pradesh",
Orbit Stationery 3048,,vendor3048@vendormail.test,9772864833,"186 Commercial Complex, Sikkim",
Delta Advertising 3049,,vendor3049@vendormail.test,9839702855,"855 Commercial Complex, Sikkim",
Skyline Electricals 3050,,vendor3050@vendormail.test,9965486963,"514 Commercial Complex, Himachal Pradesh",
Reliable IT Services 3051,23XPWYY1719M1ZT,vendor3051@vendormail.test,9358028566,"594 Market Road, Madhya Pradesh",
Vertex Packaging 3052,24YPHQO5989Y5ZA,vendor3052@vendormail.test,9524779583,"40 Industrial Estate, Gujarat",
Emerald Freight 3053,37YOJHI3174D9ZB,vendor3053@vendormail.test,9301139763,"937 Industrial Estate, Andhra Pradesh",
Emerald Security Services 3054,,vendor3054@vendormail.test,9635548620,"199 Industrial Estate, Odisha",
Orbit Print Works 3055,,vendor3055@vendormail.test,9197080503,"338 Industrial Estate, Madhya Pradesh",
Sunrise Textiles 3056,27FFKXL6663E8ZI,vendor3056@vendormail.test,9479480677,"240 Market Road, Maharashtra",
Skyline Consultants 3057,37DVLQU3350L4ZP,vendor3057@vendormail.test,9250218856,"720 Commercial Complex, Andhra Pradesh",
Zenith Engineering 3058,,vendor3058@vendormail.test,9939196166,"267 Market Road, Madhya Pradesh",
Redwood Distributors 3059,,vendor3059@vendormail.test,9426234817,"777 Industrial Estate, Jammu and Kashmir",
Horizon Office Supplies 3060,09ECRCT6342J5ZT,vendor3060@vendormail.test,9794713904,"943 Market Road, Uttar Pradesh",
Redwood Logistics 3061,05RTSAR7371R2ZA,vendor3061@vendormail.test,9631241517,"105 Industrial Estate, Uttarakhand",
Meridian Hosting 3062,32PTGYQ6486D5ZZ,vendor3062@vendormail.test,9111176275,"458 Industrial Estate, Kerala",
Titan Stationery 3063,02HGERH5649J1ZG,vendor3063@vendormail.test,9269870574,"78 Commercial Complex, Himachal Pradesh",
Orbit Advertising 3064,20ZZWFR6085G7ZE,vendor3064@vendormail.test,9394092048,"346 Commercial Complex, Jharkhand",
Falcon Electricals 3065,06PGCEZ9784N7Z3,vendor3065@vendormail.test,9570975971,"354 Commercial Complex, Haryana",
