company_name,category_name,month,amount
Apex LLP,Professional Fees,2022-12,353963.65
Apex LLP,Professional Fees,2023-01,397349.08
Apex LLP,Professional Fees,2023-02,409539.48
Apex LLP,Professional Fees,2023-03,352341.54
Apex LLP,Professional Fees,2023-04,387917.36
Apex LLP,Professional Fees,2023-05,405133.47
Apex LLP,Professional Fees,2023-06,350756.96
Apex LLP,Professional Fees,2023-07,329179.7
Apex LLP,Professional Fees,2023-08,430402.51
Apex LLP,Professional Fees,2023-09,329414.57
Apex LLP,Professional Fees,2023-10,430824.4
Apex LLP,Professional Fees,2023-11,346079.66
Apex LLP,Professional Fees,2023-12,383549.07
Apex LLP,Professional Fees,2024-01,389512.03
Apex LLP,Professional Fees,2024-02,426438.52
Apex LLP,Professional Fees,2024-03,376271.5
Apex LLP,Professional Fees,2024-04,421892.76
Apex LLP,Professional Fees,2024-05,413266.99
Apex LLP,Professional Fees,2024-06,330370.86
Apex LLP,Professional Fees,2024-07,418098.52
Apex LLP,Professional Fees,2024-08,354737.74
Apex LLP,Professional Fees,2024-09,439829.52
Apex LLP,Professional Fees,2024-10,342525.76
Apex LLP,Professional Fees,2024-11,432624.44
Apex LLP,Professional Fees,2024-12,402385.85
Apex LLP,Professional Fees,2025-01,368690.12
Apex LLP,Professional Fees,2025-02,437850.11
Apex LLP,Professional Fees,2025-03,360848.57
Apex LLP,Professional Fees,2025-04,376072.23
Apex LLP,Professional Fees,2025-05,380859.84
Apex LLP,Professional Fees,2025-06,408972.49
Apex LLP,Professional Fees,2025-07,350634.27
Apex LLP,Professional Fees,2025-08,396942.06
Apex LLP,Professional Fees,2025-09,376799.67
Apex LLP,Professional Fees,2025-10,436828.41
Apex LLP,Professional Fees,2025-11,403971.55
Apex LLP,Professional Fees,2025-12,439001.93
Apex LLP,Professional Fees,2026-01,412970.51
Apex LLP,Professional Fees,2026-02,392009.12
Apex LLP,Professional Fees,2026-03,430311.42
Apex LLP,Professional Fees,2026-04,374781.93
Apex LLP,Professional Fees,2026-05,335009.66
Apex LLP,Professional Fees,2026-06,435633.14
Apex LLP,Professional Fees,2026-07,397479.49
Apex LLP,Bank Charges,2022-01,200359.05
Apex LLP,Bank Charges,2022-02,190816.17
Apex LLP,Bank Charges,2022-03,164735.24
Apex LLP,Bank Charges,2022-04,165020.99
Apex LLP,Bank Charges,2022-05,174628.07
Apex LLP,Bank Charges,2022-06,166084.86
Apex LLP,Bank Charges,2022-07,217962.96
Apex LLP,Bank Charges,2022-08,180163.58
Apex LLP,Bank Charges,2022-09,192013.77
Apex LLP,Bank Charges,2022-10,181376.01
Apex LLP,Bank Charges,2022-11,212620.23
Apex LLP,Bank Charges,2022-12,219239.02
Apex LLP,Bank Charges,2023-01,166466.19
Apex LLP,Bank Charges,2023-02,187322.03
Apex LLP,Bank Charges,2023-03,168907.6
Apex LLP,Bank Charges,2023-04,176960.78
Apex LLP,Bank Charges,2023-05,200631.45
Apex LLP,Bank Charges,2023-06,173566.38
Apex LLP,Bank Charges,2023-07,205216.02
Apex LLP,Bank Charges,2023-08,196434.65
Apex LLP,Bank Charges,2023-09,187371.62
Apex LLP,Bank Charges,2023-10,201185.0
Apex LLP,Bank Charges,2023-11,171064.48
Apex LLP,Bank Charges,2023-12,175720.37
Apex LLP,Bank Charges,2024-01,177148.43
Apex LLP,Bank Charges,2024-02,189381.46
Apex LLP,Bank Charges,2024-03,177953.1
Apex LLP,Bank Charges,2024-04,172714.54
Apex LLP,Bank Charges,2024-05,176300.35
Apex LLP,Bank Charges,2024-06,191987.9
Apex LLP,Bank Charges,2024-07,178488.11
Apex LLP,Bank Charges,2024-08,165634.53
Apex LLP,Bank Charges,2024-09,169966.52
Apex LLP,Bank Charges,2024-10,188466.1
Apex LLP,Bank Charges,2024-11,202565.84
Apex LLP,Bank Charges,2024-12,210382.34
Apex LLP,Bank Charges,2025-01,209188.84
Apex LLP,Bank Charges,2025-02,213536.27
Apex LLP,Bank Charges,2025-03,191416.31
Apex LLP,Bank Charges,2025-04,200173.35
Apex LLP,Bank Charges,2025-05,215916.78
Apex LLP,Bank Charges,2025-06,210022.91
Apex LLP,Bank Charges,2025-07,173804.07
Apex LLP,Bank Charges,2025-08,185927.07
Apex LLP,Bank Charges,2025-09,174089.33
Apex LLP,Bank Charges,2025-10,168391.28
Apex LLP,Bank Charges,2025-11,187822.88
Apex LLP,Bank Charges,2025-12,201104.23
Apex LLP,Bank Charges,2026-01,165497.05
Apex LLP,Bank Charges,2026-02,182658.43
Apex LLP,Bank Charges,2026-03,193854.87
Apex LLP,Bank Charges,2026-04,185725.46
Apex LLP,Bank Charges,2026-05,208638.64
Apex LLP,Bank Charges,2026-06,208735.68
Apex LLP,Bank Charges,2026-07,171824.28
Apex LLP,Other Expense,2022-01,370255.55
Apex LLP,Other Expense,2022-02,289467.49
Apex LLP,Other Expense,2022-03,360484.14
Apex LLP,Other Expense,2022-04,333523.54
Apex LLP,Other Expense,2022-05,314774.51
Apex LLP,Other Expense,2022-06,349060.84
Apex LLP,Other Expense,2022-07,308897.94
Apex LLP,Other Expense,2022-08,317272.2
Apex LLP,Other Expense,2022-09,285899.86
Apex LLP,Other Expense,2022-10,373604.87
Apex LLP,Other Expense,2022-11,343668.73
Apex LLP,Other Expense,2022-12,312288.46
Apex LLP,Other Expense,2023-01,324404.02
Apex LLP,Other Expense,2023-02,330226.75
Apex LLP,Other Expense,2023-03,326664.94
Apex LLP,Other Expense,2023-04,378342.36
Apex LLP,Other Expense,2023-05,373761.37
Apex LLP,Other Expense,2023-06,337881.95
Apex LLP,Other Expense,2023-07,295446.32
Apex LLP,Other Expense,2023-08,371504.65
Apex LLP,Other Expense,2023-09,368372.2
Apex LLP,Other Expense,2023-10,308331.26
Apex LLP,Other Expense,2023-11,315983.48
Apex LLP,Other Expense,2023-12,310254.17
Apex LLP,Other Expense,2024-01,287511.52
Apex LLP,Other Expense,2024-02,364554.9
Apex LLP,Other Expense,2024-03,358541.63
Apex LLP,Other Expense,2024-04,365858.91
Apex LLP,Other Expense,2024-05,298607.15
Apex LLP,Other Expense,2024-06,328697.55
Apex LLP,Other Expense,2024-07,291057.08
Apex LLP,Other Expense,2024-08,374978.16
Apex LLP,Other Expense,2024-09,312146.63
Apex LLP,Other Expense,2024-10,327190.71
Apex LLP,Other Expense,2024-11,377306.14
Apex LLP,Other Expense,2024-12,292132.17
Apex LLP,Other Expense,2025-01,294412.66
Apex LLP,Other Expense,2025-02,331405.51
Apex LLP,Other Expense,2025-03,316081.45
Apex LLP,Other Expense,2025-04,297339.24
Apex LLP,Other Expense,2025-05,353177.77
Apex LLP,Other Expense,2025-06,317901.93
Apex LLP,Other Expense,2025-07,361696.3
Apex LLP,Other Expense,2025-08,292125.41
Apex LLP,Other Expense,2025-09,316023.08
Apex LLP,Other Expense,2025-10,311977.48
Apex LLP,Other Expense,2025-11,311066.15
Apex LLP,Other Expense,2025-12,357480.4
Apex LLP,Other Expense,2026-01,371176.23
Apex LLP,Other Expense,2026-02,317657.97
Apex LLP,Other Expense,2026-03,280261.25
Apex LLP,Other Expense,2026-04,318039.85
Apex LLP,Other Expense,2026-05,282618.17
Apex LLP,Other Expense,2026-06,302507.72
Apex LLP,Other Expense,2026-07,289236.1
Apex LLP,Raw Materials,2022-01,180592.11
Apex LLP,Raw Materials,2022-02,236913.7
Apex LLP,Raw Materials,2022-03,210727.74
Apex LLP,Raw Materials,2022-04,225225.57
Apex LLP,Raw Materials,2022-05,231455.06
Apex LLP,Raw Materials,2022-06,230383.18
Apex LLP,Raw Materials,2022-07,206291.32
Apex LLP,Raw Materials,2022-08,185955.72
Apex LLP,Raw Materials,2022-09,217442.35
Apex LLP,Raw Materials,2022-10,228471.77
Apex LLP,Raw Materials,2022-11,184480.18
Apex LLP,Raw Materials,2022-12,226071.1
Apex LLP,Raw Materials,2023-01,225372.98
Apex LLP,Raw Materials,2023-02,189839.51
Apex LLP,Raw Materials,2023-03,184004.06
Apex LLP,Raw Materials,2023-04,218124.8
Apex LLP,Raw Materials,2023-05,197736.76
Apex LLP,Raw Materials,2023-06,219781.39
Apex LLP,Raw Materials,2023-07,210430.82
Apex LLP,Raw Materials,2023-08,193913.8
Apex LLP,Raw Materials,2023-09,213089.8
Apex LLP,Raw Materials,2023-10,235325.36
Apex LLP,Raw Materials,2023-11,224047.03
Apex LLP,Raw Materials,2023-12,215117.32
Apex LLP,Raw Materials,2024-01,187398.24
Apex LLP,Raw Materials,2024-02,240161.75
Apex LLP,Raw Materials,2024-03,208675.0
Apex LLP,Raw Materials,2024-04,233352.39
Apex LLP,Raw Materials,2024-05,206354.0
Apex LLP,Raw Materials,2024-06,195201.82
Apex LLP,Raw Materials,2024-07,185567.07
Apex LLP,Raw Materials,2024-08,235871.51
Apex LLP,Raw Materials,2024-09,211995.2
Apex LLP,Raw Materials,2024-10,182367.86
Apex LLP,Raw Materials,2024-11,181642.47
Apex LLP,Raw Materials,2024-12,222173.02
Apex LLP,Raw Materials,2025-01,241495.98
Apex LLP,Raw Materials,2025-02,187922.95
Apex LLP,Raw Materials,2025-03,211876.41
Apex LLP,Raw Materials,2025-04,191095.98
Apex LLP,Raw Materials,2025-05,218180.27
Apex LLP,Raw Materials,2025-06,240164.0
Apex LLP,Raw Materials,2025-07,198173.12
Apex LLP,Raw Materials,2025-08,238341.63
Apex LLP,Raw Materials,2025-09,184820.65
Apex LLP,Raw Materials,2025-10,217978.07
Apex LLP,Raw Materials,2025-11,207448.77
Apex LLP,Raw Materials,2025-12,196838.98
Apex LLP,Raw Materials,2026-01,233554.42
Apex LLP,Raw Materials,2026-02,229522.08
Apex LLP,Raw Materials,2026-03,180555.74
Apex LLP,Raw Materials,2026-04,194420.51
Apex LLP,Raw Materials,2026-05,181678.24
Apex LLP,Raw Materials,2026-06,217073.06
Apex LLP,Raw Materials,2026-07,191568.88
Apex LLP,Equipment Purchase,2022-01,306153.73
Apex LLP,Equipment Purchase,2022-02,349464.59
Apex LLP,Equipment Purchase,2022-03,348186.2
Apex LLP,Equipment Purchase,2022-04,380456.23
Apex LLP,Equipment Purchase,2022-05,385705.46
Apex LLP,Equipment Purchase,2022-06,359871.33
Apex LLP,Equipment Purchase,2022-07,343886.82
Apex LLP,Equipment Purchase,2022-08,313783.85
Apex LLP,Equipment Purchase,2022-09,376443.22
Apex LLP,Equipment Purchase,2022-10,375439.74
Apex LLP,Equipment Purchase,2022-11,355896.02
Apex LLP,Equipment Purchase,2022-12,392464.09
Apex LLP,Equipment Purchase,2023-01,352984.26
Apex LLP,Equipment Purchase,2023-02,392175.49
Apex LLP,Equipment Purchase,2023-03,353490.97
Apex LLP,Equipment Purchase,2023-04,360440.92
Apex LLP,Equipment Purchase,2023-05,389153.54
Apex LLP,Equipment Purchase,2023-06,326180.76
Apex LLP,Equipment Purchase,2023-07,305522.1
Apex LLP,Equipment Purchase,2023-08,352922.21
Apex LLP,Equipment Purchase,2023-09,325508.81
Apex LLP,Equipment Purchase,2023-10,339425.35
Apex LLP,Equipment Purchase,2023-11,322081.0
Apex LLP,Equipment Purchase,2023-12,386536.97
Apex LLP,Equipment Purchase,2024-01,349897.05
Apex LLP,Equipment Purchase,2024-02,348854.59
Apex LLP,Equipment Purchase,2024-03,329552.66
Apex LLP,Equipment Purchase,2024-04,293736.2
Apex LLP,Equipment Purchase,2024-05,391626.21
Apex LLP,Equipment Purchase,2024-06,337065.34
Apex LLP,Equipment Purchase,2024-07,304173.77
Apex LLP,Equipment Purchase,2024-08,342427.23
Apex LLP,Equipment Purchase,2024-09,311597.91
Apex LLP,Equipment Purchase,2024-10,303580.0
Apex LLP,Equipment Purchase,2024-11,390051.82
Apex LLP,Equipment Purchase,2024-12,320677.06
Apex LLP,Equipment Purchase,2025-01,321709.58
Apex LLP,Equipment Purchase,2025-02,360459.15
Apex LLP,Equipment Purchase,2025-03,367447.98
Apex LLP,Equipment Purchase,2025-04,385999.81
Apex LLP,Equipment Purchase,2025-05,331064.99
Apex LLP,Equipment Purchase,2025-06,358478.36
Apex LLP,Equipment Purchase,2025-07,345466.22
Apex LLP,Equipment Purchase,2025-08,297905.75
Apex LLP,Equipment Purchase,2025-09,392056.14
Apex LLP,Equipment Purchase,2025-10,362438.02
Apex LLP,Equipment Purchase,2025-11,356887.71
Apex LLP,Equipment Purchase,2025-12,307035.96
Apex LLP,Equipment Purchase,2026-01,304262.01
Apex LLP,Equipment Purchase,2026-02,389043.8
Apex LLP,Equipment Purchase,2026-03,333786.26
Apex LLP,Equipment Purchase,2026-04,375649.87
Apex LLP,Equipment Purchase,2026-05,301520.68
Apex LLP,Equipment Purchase,2026-06,301519.8
Apex LLP,Equipment Purchase,2026-07,298804.71
Apex LLP,Insurance,2022-01,209612.91
Apex LLP,Insurance,2022-02,228379.33
Apex LLP,Insurance,2022-03,206552.53
Apex LLP,Insurance,2022-04,182043.11
Apex LLP,Insurance,2022-05,203186.09
Apex LLP,Insurance,2022-06,212016.47
Apex LLP,Insurance,2022-07,202746.97
Apex LLP,Insurance,2022-08,231259.86
Apex LLP,Insurance,2022-09,223298.76
Apex LLP,Insurance,2022-10,229638.08
Apex LLP,Insurance,2022-11,179543.84
Apex LLP,Insurance,2022-12,238008.26
Apex LLP,Insurance,2023-01,195873.2
Apex LLP,Insurance,2023-02,212654.76
Apex LLP,Insurance,2023-03,228674.77
Apex LLP,Insurance,2023-04,187369.77
Apex LLP,Insurance,2023-05,215417.69
Apex LLP,Insurance,2023-06,222575.55
Apex LLP,Insurance,2023-07,188183.69
Apex LLP,Insurance,2023-08,192173.61
Apex LLP,Insurance,2023-09,200602.87
Apex LLP,Insurance,2023-10,203768.52
Apex LLP,Insurance,2023-11,186713.88
Apex LLP,Insurance,2023-12,192818.07
Apex LLP,Insurance,2024-01,233919.29
Apex LLP,Insurance,2024-02,196425.28
Apex LLP,Insurance,2024-03,186889.19
Apex LLP,Insurance,2024-04,207054.41
Apex LLP,Insurance,2024-05,187223.45
Apex LLP,Insurance,2024-06,227945.5
Apex LLP,Insurance,2024-07,202864.24
Apex LLP,Insurance,2024-08,222414.25
Apex LLP,Insurance,2024-09,222341.79
Apex LLP,Insurance,2024-10,213931.29
Apex LLP,Insurance,2024-11,233306.21
Apex LLP,Insurance,2024-12,228140.38
Apex LLP,Insurance,2025-01,220560.5
Apex LLP,Insurance,2025-02,227922.21
Apex LLP,Insurance,2025-03,192583.3
Apex LLP,Insurance,2025-04,205061.49
Apex LLP,Insurance,2025-05,180452.2
Apex LLP,Insurance,2025-06,196128.04
Apex LLP,Insurance,2025-07,202626.39
Apex LLP,Insurance,2025-08,212440.14
Apex LLP,Insurance,2025-09,179498.46
Apex LLP,Insurance,2025-10,197461.83
Apex LLP,Insurance,2025-11,188835.9
Apex LLP,Insurance,2025-12,227697.37
Apex LLP,Insurance,2026-01,213364.34
Apex LLP,Insurance,2026-02,194860.44
Apex LLP,Insurance,2026-03,214419.2
Apex LLP,Insurance,2026-04,235575.92
Apex LLP,Insurance,2026-05,200182.5
Apex LLP,Insurance,2026-06,192055.75
Apex LLP,Insurance,2026-07,185318.83
Apex LLP,Repairs & Maintenance,2022-01,250284.77
Apex LLP,Repairs & Maintenance,2022-02,219176.18
Apex LLP,Repairs & Maintenance,2022-03,205609.21
Apex LLP,Repairs & Maintenance,2022-04,256676.13
Apex LLP,Repairs & Maintenance,2022-05,203007.05
Apex LLP,Repairs & Maintenance,2022-06,224680.88
Apex LLP,Repairs & Maintenance,2022-07,260309.91
Apex LLP,Repairs & Maintenance,2022-08,259712.27
Apex LLP,Repairs & Maintenance,2022-09,221419.19
Apex LLP,Repairs & Maintenance,2022-10,208581.88
Apex LLP,Repairs & Maintenance,2022-11,217005.34
Apex LLP,Repairs & Maintenance,2022-12,243484.19
Apex LLP,Repairs & Maintenance,2023-01,249943.88
Apex LLP,Repairs & Maintenance,2023-02,209178.37
Apex LLP,Repairs & Maintenance,2023-03,225773.43
Apex LLP,Repairs & Maintenance,2023-04,234473.7
Apex LLP,Repairs & Maintenance,2023-05,203919.32
Apex LLP,Repairs & Maintenance,2023-06,215475.65
Apex LLP,Repairs & Maintenance,2023-07,209781.27
Apex LLP,Repairs & Maintenance,2023-08,207580.08
Apex LLP,Repairs & Maintenance,2023-09,259551.57
Apex LLP,Repairs & Maintenance,2023-10,208580.31
Apex LLP,Repairs & Maintenance,2023-11,237278.22
Apex LLP,Repairs & Maintenance,2023-12,258424.63
Apex LLP,Repairs & Maintenance,2024-01,240597.39
Apex LLP,Repairs & Maintenance,2024-02,255909.9
Apex LLP,Repairs & Maintenance,2024-03,213755.72
Apex LLP,Repairs & Maintenance,2024-04,227446.46
Apex LLP,Repairs & Maintenance,2024-05,218025.77
Apex LLP,Repairs & Maintenance,2024-06,250926.34
Apex LLP,Repairs & Maintenance,2024-07,230412.03
Apex LLP,Repairs & Maintenance,2024-08,228432.63
Apex LLP,Repairs & Maintenance,2024-09,254937.41
Apex LLP,Repairs & Maintenance,2024-10,265926.89
Apex LLP,Repairs & Maintenance,2024-11,231845.16
Apex LLP,Repairs & Maintenance,2024-12,209416.31
Apex LLP,Repairs & Maintenance,2025-01,237944.29
Apex LLP,Repairs & Maintenance,2025-02,238459.62
Apex LLP,Repairs & Maintenance,2025-03,253972.84
Apex LLP,Repairs & Maintenance,2025-04,214775.07
Apex LLP,Repairs & Maintenance,2025-05,252457.6
Apex LLP,Repairs & Maintenance,2025-06,242043.92
Apex LLP,Repairs & Maintenance,2025-07,238086.91
Apex LLP,Repairs & Maintenance,2025-08,214975.68
Apex LLP,Repairs & Maintenance,2025-09,233599.32
Apex LLP,Repairs & Maintenance,2025-10,241246.95
Apex LLP,Repairs & Maintenance,2025-11,253756.13
Apex LLP,Repairs & Maintenance,2025-12,251729.68
Apex LLP,Repairs & Maintenance,2026-01,212669.28
Apex LLP,Repairs & Maintenance,2026-02,258241.41
Apex LLP,Repairs & Maintenance,2026-03,263240.63
Apex LLP,Repairs & Maintenance,2026-04,241903.84
Apex LLP,Repairs & Maintenance,2026-05,245239.0
Apex LLP,Repairs & Maintenance,2026-06,255355.2
Apex LLP,Repairs & Maintenance,2026-07,224697.13
Metro & Co,Office Supplies,2022-01,359508.85
Metro & Co,Office Supplies,2022-02,386102.53
Metro & Co,Office Supplies,2022-03,352900.2
Metro & Co,Office Supplies,2022-04,368911.27
Metro & Co,Office Supplies,2022-05,339869.17
Metro & Co,Office Supplies,2022-06,351591.21
Metro & Co,Office Supplies,2022-07,369839.92
Metro & Co,Office Supplies,2022-08,408917.88
Metro & Co,Office Supplies,2022-09,406426.45
Metro & Co,Office Supplies,2022-10,318662.68
Metro & Co,Office Supplies,2022-11,425581.04
Metro & Co,Office Supplies,2022-12,330042.4
Metro & Co,Office Supplies,2023-01,429075.52
Metro & Co,Office Supplies,2023-02,333799.02
Metro & Co,Office Supplies,2023-03,378601.18
Metro & Co,Office Supplies,2023-04,348347.07
Metro & Co,Office Supplies,2023-05,337069.99
Metro & Co,Office Supplies,2023-06,386397.89
Metro & Co,Office Supplies,2023-07,381497.54
Metro & Co,Office Supplies,2023-08,336981.47
Metro & Co,Office Supplies,2023-09,424627.17
Metro & Co,Office Supplies,2023-10,364020.53
Metro & Co,Office Supplies,2023-11,383702.31
Metro & Co,Office Supplies,2023-12,390563.99
Metro & Co,Office Supplies,2024-01,337373.89
Metro & Co,Office Supplies,2024-02,355739.38
Metro & Co,Office Supplies,2024-03,417647.39
Metro & Co,Office Supplies,2024-04,424047.39
Metro & Co,Office Supplies,2024-05,329799.62
Metro & Co,Office Supplies,2024-06,322368.46
Metro & Co,Office Supplies,2024-07,378290.58
Metro & Co,Office Supplies,2024-08,408689.65
Metro & Co,Office Supplies,2024-09,347364.65
Metro & Co,Office Supplies,2024-10,329436.34
Metro & Co,Office Supplies,2024-11,417334.36
Metro & Co,Office Supplies,2024-12,407044.32
Metro & Co,Office Supplies,2025-01,427948.69
Metro & Co,Office Supplies,2025-02,395719.15
Metro & Co,Office Supplies,2025-03,373872.49
Metro & Co,Office Supplies,2025-04,387420.62
Metro & Co,Office Supplies,2025-05,345350.55
Metro & Co,Office Supplies,2025-06,378586.26
Metro & Co,Office Supplies,2025-07,394028.01
Metro & Co,Office Supplies,2025-08,360116.26
Metro & Co,Office Supplies,2025-09,362977.64
Metro & Co,Office Supplies,2025-10,367280.14
Metro & Co,Office Supplies,2025-11,392814.92
Metro & Co,Office Supplies,2025-12,340037.84
Metro & Co,Office Supplies,2026-01,332326.34
Metro & Co,Office Supplies,2026-02,318692.53
Metro & Co,Office Supplies,2026-03,320410.87
Metro & Co,Office Supplies,2026-04,425336.26
Metro & Co,Office Supplies,2026-05,382614.47
Metro & Co,Office Supplies,2026-06,331799.67
Metro & Co,Office Supplies,2026-07,373712.69
Metro & Co,Rent,2022-01,143707.35
Metro & Co,Rent,2022-02,146090.24
Metro & Co,Rent,2022-03,164369.58
Metro & Co,Rent,2022-04,128321.0
Metro & Co,Rent,2022-05,167442.38
Metro & Co,Rent,2022-06,156399.76
Metro & Co,Rent,2022-07,156548.14
Metro & Co,Rent,2022-08,135166.96
Metro & Co,Rent,2022-09,143452.53
Metro & Co,Rent,2022-10,152096.46
Metro & Co,Rent,2022-11,135913.59
Metro & Co,Rent,2022-12,154506.6
Metro & Co,Rent,2023-01,139836.6
Metro & Co,Rent,2023-02,138193.2
Metro & Co,Rent,2023-03,137493.42
Metro & Co,Rent,2023-04,129074.61
Metro & Co,Rent,2023-05,128560.38
Metro & Co,Rent,2023-06,139507.06
Metro & Co,Rent,2023-07,142620.7
Metro & Co,Rent,2023-08,146807.8
Metro & Co,Rent,2023-09,126902.15
Metro & Co,Rent,2023-10,127820.14
Metro & Co,Rent,2023-11,128544.65
Metro & Co,Rent,2023-12,168502.61
Metro & Co,Rent,2024-01,165556.01
Metro & Co,Rent,2024-02,148679.72
Metro & Co,Rent,2024-03,139698.7
Metro & Co,Rent,2024-04,162161.88
Metro & Co,Rent,2024-05,155555.24
Metro & Co,Rent,2024-06,128359.01
Metro & Co,Rent,2024-07,162957.32
Metro & Co,Rent,2024-08,127452.39
Metro & Co,Rent,2024-09,140560.75
Metro & Co,Rent,2024-10,169005.31
Metro & Co,Rent,2024-11,126881.93
Metro & Co,Rent,2024-12,162895.12
Metro & Co,Rent,2025-01,159750.52
Metro & Co,Rent,2025-02,140829.55
Metro & Co,Rent,2025-03,168097.16
Metro & Co,Rent,2025-04,159303.06
Metro & Co,Rent,2025-05,130232.23
Metro & Co,Rent,2025-06,127208.04
Metro & Co,Rent,2025-07,166563.06
Metro & Co,Rent,2025-08,150385.28
Metro & Co,Rent,2025-09,142254.23
Metro & Co,Rent,2025-10,132309.96
Metro & Co,Rent,2025-11,150349.17
Metro & Co,Rent,2025-12,141649.04
Metro & Co,Rent,2026-01,152105.46
Metro & Co,Rent,2026-02,135176.45
Metro & Co,Rent,2026-03,155546.28
Metro & Co,Rent,2026-04,160533.78
Metro & Co,Rent,2026-05,164375.19
Metro & Co,Rent,2026-06,133181.86
Metro & Co,Rent,2026-07,134246.94
Metro & Co,Utilities,2022-01,368603.81
Metro & Co,Utilities,2022-02,335280.15
Metro & Co,Utilities,2022-03,342707.32
Metro & Co,Utilities,2022-04,358331.11
Metro & Co,Utilities,2022-05,363075.41
Metro & Co,Utilities,2022-06,411431.04
Metro & Co,Utilities,2022-07,376032.64
Metro & Co,Utilities,2022-08,385985.87
Metro & Co,Utilities,2022-09,354856.19
Metro & Co,Utilities,2022-10,410610.72
Metro & Co,Utilities,2022-11,335129.47
Metro & Co,Utilities,2022-12,358469.9
Metro & Co,Utilities,2023-01,347357.37
Metro & Co,Utilities,2023-02,356389.81
Metro & Co,Utilities,2023-03,401436.44
Metro & Co,Utilities,2023-04,328463.99
Metro & Co,Utilities,2023-05,311139.92
Metro & Co,Utilities,2023-06,350822.94
Metro & Co,Utilities,2023-07,324915.42
Metro & Co,Utilities,2023-08,311471.13
Metro & Co,Utilities,2023-09,316964.58
Metro & Co,Utilities,2023-10,412966.2
Metro & Co,Utilities,2023-11,361933.17
Metro & Co,Utilities,2023-12,406110.37
Metro & Co,Utilities,2024-01,373446.46
Metro & Co,Utilities,2024-02,357508.85
Metro & Co,Utilities,2024-03,397803.99
Metro & Co,Utilities,2024-04,335387.54
Metro & Co,Utilities,2024-05,406719.97
Metro & Co,Utilities,2024-06,400782.8
Metro & Co,Utilities,2024-07,411147.34
Metro & Co,Utilities,2024-08,376203.96
Metro & Co,Utilities,2024-09,348874.04
Metro & Co,Utilities,2024-10,336507.01
Metro & Co,Utilities,2024-11,339543.43
Metro & Co,Utilities,2024-12,391605.78
Metro & Co,Utilities,2025-01,341595.3
Metro & Co,Utilities,2025-02,324710.54
Metro & Co,Utilities,2025-03,366929.14
Metro & Co,Utilities,2025-04,318540.96
Metro & Co,Utilities,2025-05,333380.36
Metro & Co,Utilities,2025-06,343518.7
Metro & Co,Utilities,2025-07,331010.48
Metro & Co,Utilities,2025-08,393487.0
Metro & Co,Utilities,2025-09,355292.57
Metro & Co,Utilities,2025-10,362575.92
Metro & Co,Utilities,2025-11,401952.26
Metro & Co,Utilities,2025-12,313378.29
Metro & Co,Utilities,2026-01,384077.29
Metro & Co,Utilities,2026-02,391883.34
Metro & Co,Utilities,2026-03,342654.43
Metro & Co,Utilities,2026-04,331584.03
Metro & Co,Utilities,2026-05,401111.91
Metro & Co,Utilities,2026-06,372100.77
Metro & Co,Utilities,2026-07,323695.3
Metro & Co,Salaries,2022-01,150759.03
Metro & Co,Salaries,2022-02,184456.79
Metro & Co,Salaries,2022-03,165998.76
Metro & Co,Salaries,2022-04,190973.38
Metro & Co,Salaries,2022-05,198323.32
Metro & Co,Salaries,2022-06,180263.36
Metro & Co,Salaries,2022-07,181322.78
Metro & Co,Salaries,2022-08,184180.49
Metro & Co,Salaries,2022-09,178311.75
Metro & Co,Salaries,2022-10,162981.93
Metro & Co,Salaries,2022-11,189344.7
Metro & Co,Salaries,2022-12,192268.87
Metro & Co,Salaries,2023-01,194708.75
Metro & Co,Salaries,2023-02,160642.27
Metro & Co,Salaries,2023-03,162917.91
Metro & Co,Salaries,2023-04,153979.55
Metro & Co,Salaries,2023-05,172019.06
Metro & Co,Salaries,2023-06,161233.3
Metro & Co,Salaries,2023-07,194290.12
Metro & Co,Salaries,2023-08,193272.07
Metro & Co,Salaries,2023-09,198382.42
Metro & Co,Salaries,2023-10,199084.49
Metro & Co,Salaries,2023-11,183674.53
Metro & Co,Salaries,2023-12,168273.66
Metro & Co,Salaries,2024-01,180216.21
Metro & Co,Salaries,2024-02,149054.09
Metro & Co,Salaries,2024-03,166488.73
Metro & Co,Salaries,2024-04,164096.32
Metro & Co,Salaries,2024-05,156473.47
Metro & Co,Salaries,2024-06,183258.4
Metro & Co,Salaries,2024-07,166253.32
Metro & Co,Salaries,2024-08,166787.97
Metro & Co,Salaries,2024-09,162047.44
Metro & Co,Salaries,2024-10,153219.4
Metro & Co,Salaries,2024-11,158325.98
Metro & Co,Salaries,2024-12,167266.6
Metro & Co,Salaries,2025-01,187160.94
Metro & Co,Salaries,2025-02,173699.49
Metro & Co,Salaries,2025-03,171751.31
Metro & Co,Salaries,2025-04,189290.58
Metro & Co,Salaries,2025-05,160030.75
Metro & Co,Salaries,2025-06,199222.58
Metro & Co,Salaries,2025-07,160691.13
Metro & Co,Salaries,2025-08,183365.19
Metro & Co,Salaries,2025-09,178167.28
Metro & Co,Salaries,2025-10,200644.61
Metro & Co,Salaries,2025-11,169420.8
Metro & Co,Salaries,2025-12,176876.62
Metro & Co,Salaries,2026-01,150102.9
Metro & Co,Salaries,2026-02,198858.67
Metro & Co,Salaries,2026-03,180726.1
Metro & Co,Salaries,2026-04,150851.14
